📺-X-📺,#genre#
CCTV-9 纪录,https://live.catvod.com/catvod_com.php?id=cctv9hd&token=f4311d8bf898015c054f5609b9362a9ecc8065a97ed5ba7c99d64f3dbf68dcab%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-10 科教,https://live.catvod.com/catvod_com.php?id=cctv10hd&token=bd10c93e6eeee5ac44535f23654ad9c058c048dc09d9f86b986affb822931b58%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-11 戏曲,https://live.catvod.com/catvod_com.php?id=cctv11&token=d00264eb7247ad7fe23e902fc6ad196612e011bd14e06f98efd6819d14c68348%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-12 社会与法,https://live.catvod.com/catvod_com.php?id=cctv12&token=35ea931a1fd35b7d2c689d9ccbf5764adb945028d25a264fc9d93041b8aa6dba%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-13 新闻频道,https://live.catvod.com/catvod_com.php?id=cctv13&token=46ceef676e2e2eb8609b7690b75fbce20fe60a1f84b0010559fde16d8739dc82%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-14 少儿,https://live.catvod.com/catvod_com.php?id=cctv14&token=5b08290d3bfe8a31dcd355483d2609abec19d9fd6f143e855c9fb6c0a280e5ec%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
CCTV-15 音乐,https://live.catvod.com/catvod_com.php?id=cctv15&token=4474b178782dd8e3938f2894ca85986593a50186566b10a4f14a3073ffc8ef1b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D

📡卫视频道,#genre#

广东卫视,https://live.catvod.com/catvod_com.php?id=guangdongweishi_twn&token=fb5da4c66a367c2ba68100b799cc69b48f29f2d7b9b55df3d4c934a6588764b7%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
广东南方卫视,https://live.catvod.com/catvod_com.php?id=nanfang_twn&token=e6c9ab94da7fcba81dbe1a82a167dc6a49a2668889922c06c39d6c5e29f2f52a%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
珠江台,https://live.catvod.com/catvod_com.php?id=zhujiang&token=e2ce938813c6d4267b00e8dac473bac9f5ad3de7427a839ff402f78bebb4f0ea%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
深圳卫视,https://live.catvod.com/catvod_com.php?id=shenzhen&token=ad8f0fa67cdb38b8b3016e56f54c7fb37785cf75d337bdc4b4e5d057ae721130%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
湖南卫视,https://live.catvod.com/catvod_com.php?id=hunan_twn&token=6fc23873d51085e17454673ec57992e9d9cc200a6bf66eadff4ea62e09a67486%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
湖北卫视,https://live.catvod.com/catvod_com.php?id=hubei&token=0011d5d88600598ddc4a20ec058d449cb9706f7004c350bd761e1312f39840b1%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
浙江卫视,https://live.catvod.com/catvod_com.php?id=zhejiang_twn&token=ae366944407cc9eacdfc001421a46677bf1641b8b024a9dbdbb726cbc6f9320a%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
江苏卫视,https://live.catvod.com/catvod_com.php?id=jiangsu_twn&token=9a4b7924a898cb8f104d3c12e4d64f2171bc84a1a1f18481efa23d92c0b8e49a%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
福建东南卫视,https://live.catvod.com/catvod_com.php?id=fujian&token=ae027b229b3060573915945b27b73857aa54273aae025edf8a99382f8c3d8061%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
北京卫视,https://live.catvod.com/catvod_com.php?id=beijing&token=56ec1a8a9ded009a17da0edc57ae53401f1534996d31046a3e3c5401d208da6f%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
广西卫视,https://live.catvod.com/catvod_com.php?id=guangxi&token=9fd96ce5bc90a1c6848bb015dec75868d1ad2b24c6a77c8f93e336080318def6%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
四川卫视,https://live.catvod.com/catvod_com.php?id=sichuan_twn&token=960048452fa26d029ce338d0e05524949e224d73f93ab356cd48ef6b5a80167c%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
东方卫视,https://live.catvod.com/catvod_com.php?id=dongfangweishi_twn&token=d3fc51b1d7ac96127b1b7e763dcbd0693560a4a5a33ca44e80c308eb73bfeaef%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D

🌊港·澳·台(Hot),#genre#
凤凰卫视,https://live.catvod.com/catvod_com.php?id=phoenixtv_hd&token=2955d9eb36fd1c3e4d4795273ec09953e832bca74437759bdca3f12c1b280fa5%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
凤凰资讯,https://live.catvod.com/catvod_com.php?id=phoenixinfo_hd&token=7171434b79b1fdfa33e0fca7edb3769a06f381328553ffef7d28b2c90231bd6c%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
凤凰香港,https://live.catvod.com/catvod_com.php?id=hkphoenix_twn&token=8c8aae3f102b2bf2bbe63d0efa452e7f4990a95349f855023c3cae09bed7dfa6%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
翡翠台,https://live.catvod.com/catvod_com.php?id=jade_twn&token=008ae75645cd2c3962d8d74484c06ddfc9164d51af3f75b0e0b30b98b974e535%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
翡翠台,https://live.catvod.com/catvod_com.php?id=Jade_xue&token=be00c116f64a6df04bcdfcfe21d490106baaddbf09e3f8a25657cdb9827b2dc0%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
iNews 新闻台,https://live.catvod.com/catvod_com.php?id=inews_twn&token=e8c90ff793d231b2a6724cdc8f7cd355a80870befa72cbaa43ec74626c94ff9d%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
HOY资讯台,https://live.catvod.com/catvod_com.php?id=hoycaijing_twn&token=8b322da34995aa6fee2926310eac3b0b43cb95f273df103c1f30afd7d7fb7173%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
TVBS News 新闻台,https://live.catvod.com/catvod_com.php?id=tvbs_n&token=babe60af9137e9defbfa29f6ab2d972853c4763dc40cd4c07118ad352d1a0ad0%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中天新闻 HD,https://live.catvod.com/catvod_com.php?id=ctinews&token=4d86b5b80694b2ae01e26fc4b221f7c8aef0c16f4797632689fa4bac9c306cb4%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
台视新闻台,https://live.catvod.com/catvod_com.php?id=ttvnews_twn&token=d432ce017f353af9df24e94843b415b812d804e5ab60af3e7bc4ab0670d502fd%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中视新闻台,https://live.catvod.com/catvod_com.php?id=zhongshinews_twn&token=e9152015e9d3a0986e0662131cb0257257d0a0b56fc4cdc607b1c5bd52f79975%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
民视新闻台 FTV News,https://live.catvod.com/catvod_com.php?id=ftvnew_taiwan&token=68934edb31f5a3f7be378a196c50295c96a0da29c4e9010a7958e06b404e9399%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
东森新闻 ETTV News,https://live.catvod.com/catvod_com.php?id=ettvnews&token=77b5f0c0d4bc67d0d339542ff4020a94b72662adf149abfb6bbeaa3dc46edfaa%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
三立台湾 Sanli Taiwan,https://live.catvod.com/catvod_com.php?id=sanlitaiwan&token=240b0a7658763c3c4683997ba03c29a8bb54269f4b55f550e22b2133e1d441b0%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
东森财经新闻 ETTV Business,https://live.catvod.com/catvod_com.php?id=ettvcaijing_twn&token=fcc10b22089c1258e0af50d9ff711ad719a6128fc64ef41a47ba4de9301d7748%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
寰宇新闻台,https://live.catvod.com/catvod_com.php?id=huanyuxinwen_twn&token=1235ab926978668e0c706e6569bfba4f5d6d604cd8f2773981e0ee4fa799535b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
壹新聞,https://live.catvod.com/catvod_com.php?id=yinews&token=1f023bc927b80ce8e1bc0f3d924593731c13bd6a49b5aedd7f9b3afaeb077663%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
非凡新闻台,https://live.catvod.com/catvod_com.php?id=feifannews_twn&token=893f2b28b1244f022779ad33a25ecccc5f8a8752a8855c243ac3065a43d7cffa%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
靖天国际台,https://live.catvod.com/catvod_com.php?id=jingtianintl_twn&token=8a3c8b3e2867d6602c7168050687251a11d65c7911362fc760cd232926f44619%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D

🌊港·澳·台,#genre#
J 2,https://live.catvod.com/catvod_com.php?id=j2_twn&token=f87707a0f5ab5487c091efddd45be692663c9e50ae967fb9834c1a6a4fe74441%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
珍珠台,https://live.catvod.com/catvod_com.php?id=pearl_twn&token=cb5b7a9a4e0bd391dd38f8a763d3e7854875c85b1782842910ff1577a1e825c3%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
RHK 31,https://live.catvod.com/catvod_com.php?id=rhk31_twn&token=22b80a2f0a724e8c53e230b163a2d4bc44e20b30667ab877e564f46008fab41c%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
VIUTV1,https://live.catvod.com/catvod_com.php?id=viu1_twn&token=392aabef361ac481bec121c9849375dc558d87a859664ef91bb4ef3ff8a94412%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
RHK 32,https://live.catvod.com/catvod_com.php?id=rhk32_twn&token=eace8e0000117670bef9e72ffa029dd95dafc1a8b4af42da7533ef26e53bab50%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
Viu6,https://live.catvod.com/catvod_com.php?id=viusix_twn&token=de41d4a81cf425a00320d71cdff948b680dcb454fe8869f663b3d85c76de9571%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
TVBS 欢乐台 （备份）,https://live.catvod.com/catvod_com.php?id=tvbshuanle_twn&token=66e7bd40b297520eb32127de3947c1a54c5961e209c5c22c13fd026821b52ccd%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
TVBS HD,https://live.catvod.com/catvod_com.php?id=tvbs&token=85d5dd95eac3cb4c7748ad78280bb4e4195b70ea84e31fea6d5b66b4e8eaa4cb%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中天亚洲台,https://live.catvod.com/catvod_com.php?id=ctiasia_twn&token=8a4f91e3bdaa1eca83329f181c4b42a1698138290da5c04986ee7da896d52297%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中天娱乐 CTI Entertaiment,https://live.catvod.com/catvod_com.php?id=ctient&token=466e61537c095b7542431604577c7bd9f8b8a889a4e6283196c96c36b9aef199%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中天综合 CTI Metro,https://live.catvod.com/catvod_com.php?id=ctizhonghe&token=4b1394f963b5ac7caced46156662da0b679ce0b0e652c587e1ea6809cd07ae97%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
台视综合台,https://live.catvod.com/catvod_com.php?id=ttvzhonghe&token=249b5392497d1f149dd1e632b482d0bed8a65a6230e95e3f0500476c390f559b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
台视 TTV HD,https://live.catvod.com/catvod_com.php?id=ttv_taiwan&token=5ff85f261b94d12c61e2af2426f494f75201f27dd66d8257375e981a636a3fd1%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
JET綜合,https://live.catvod.com/catvod_com.php?id=jet&token=02c52ef8839725d0db1d4d1398bfd101e926bd3ad5fa692ad4203ae4672f1afc%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
中视 HD,https://live.catvod.com/catvod_com.php?id=zhongshihd_twn&token=82fc8b57d47268dd8704b879155c8b287336d8c4569a151fc1ec392c852cf6c4%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
民视 HD,https://live.catvod.com/catvod_com.php?id=ftvhd_taiwan&token=14409b757a28ab05215bf708399ebe7760dc2a15cfc4f0996727e047c24007d4%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
民视台湾台,https://live.catvod.com/catvod_com.php?id=ftvtaiwan_twn&token=da32387735a3a6f1a9b916f412ff0a3825a31b57ba2adf9a07c63911f6306a5a%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
华视 CTS HD,https://live.catvod.com/catvod_com.php?id=ctshd_twn&token=5833905e9841c9be1cee381ed3afbe8b54bfe3672834e5d94a3f01eca165de34%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
公视 CTV,https://live.catvod.com/catvod_com.php?id=ctv_taiwan&token=972834f045baccbe0dd945237ba22a92da4cd77cfdacfd654845a906efc28210%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
三立综合 Sanli Metro,https://live.catvod.com/catvod_com.php?id=sanlizhonghe&token=ebb81ebf2252c2153268db3495b89727c865577832c0ddbf72814a454dab332b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
三立都会台,https://live.catvod.com/catvod_com.php?id=sanlidouhui_twn&token=814d8f21b9e5f07001ac8882f47d431fec612dea97b44adfecc23e7d43f2662c%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
天映频道,https://live.catvod.com/catvod_com.php?id=ctv18_twn&token=f4de519d681fc6435ead458e274afb19f5f2a85741a722673e610266620703af%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
八大第一 GTV First,https://live.catvod.com/catvod_com.php?id=badafirst&token=da1ae2bb9096250e34e1748d93beecc1718cd3fca9abb64674692acb6cb699a7%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
八大综合 GTV Metro,https://live.catvod.com/catvod_com.php?id=badazhonghe&token=b1798e38e765f5fea967769619df5e9c7d4d668f4698b7f506aa9bd6c71d0193%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
东森综合 ETTV Metro,https://live.catvod.com/catvod_com.php?id=ettvzhonghe&token=8ef65c131179d53121648abc169b2ac24f17b37980f116b2c60a4b7211c0dbde%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
东森超视,https://live.catvod.com/catvod_com.php?id=ettvsuper&token=181f08475c3493fffa096f54f2ce21d0a2e214745d3b7a396836b575aa6d868b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
寰宇财经,https://live.catvod.com/catvod_com.php?id=huanyutaiwan_twn&token=006c4e115f039d9b3db8c8f89c7d280099db7979b3109d7f88877e7bd564b1a1%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
龙华经典台,https://live.catvod.com/catvod_com.php?id=lunghuajingdian_twn&token=8c0f04d2a04439054afcae2cc85f44cd8c64eef3b9e981ee89f1f8c0601d4e28%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
龙华偶像,https://live.catvod.com/catvod_com.php?id=lunghuaidol_twn&token=3c34ccfede31d00c87a57640c21e5053177711d78353708fe93a3e95b03dbfdf%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
AXN Taiwan,https://live.catvod.com/catvod_com.php?id=axn_twn&token=118f83f736405fcea6c01b5aba1848d431f71a4a064f41949a0468fb1ea177a1%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
年代新闻,https://live.catvod.com/catvod_com.php?id=niandainews_twn&token=e6626e38e5b0b72e257d64e002aaf059f760b8b3809f65a5063119164cb6335b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
年代MUCH,https://live.catvod.com/catvod_com.php?id=niandaitv_twn&token=405c4bf1ba62fe93ec3d48282315be64e25d2f2213109aac0619e46091b3a270%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来日本台,https://live.catvod.com/catvod_com.php?id=videolandjapan&token=c69ae691dbe59a116f5aa0fac5a0adc3c7f6a9c18cf0cfa549e02dfe919fe644%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来电影台,https://live.catvod.com/catvod_com.php?id=videolandmovie&token=f5d0da8abba59671ddafc714a57a1b8ac30e6557eef0b7f9b09f16caad2dad2d%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来体育台,https://live.catvod.com/catvod_com.php?id=videolandsport&token=b9f55b4efe3451054d42c6913e75d879c2bcd1c23cde7016080c6d86da94da7b%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来综合台,https://live.catvod.com/catvod_com.php?id=videolandzonghe&token=bf259e186c84d2bf3a93339608f550d18bf879897c474e9ebbff9e102171c52d%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来育乐,https://live.catvod.com/catvod_com.php?id=videolandmax&token=3d9021e41736d144443412394d3ead0c25c864145f92078a69ffdc03f8f41c29%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
纬来精彩,https://live.catvod.com/catvod_com.php?id=videolandspecial_twn&token=e3326bb812ca90cba9fc7edec732132077283b819e090005ef895b7b7d0e734c%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D

🎬电影频道,#genre#
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass
CHC家庭影院,http://8.138.7.223/tv/hot.php?id=67
CHC家庭影院,http://61.184.46.85:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CHC家庭影院,http://120.198.101.106:9901/tsfile/live/1053_1.m3u8?key=txiptv
CHC家庭影院,http://218.15.183.23:9901/tsfile/live/23044_1.m3u8
CHC家庭影院,http://dassby.qqff.top:99/live/CHC高清/index.m3u8
CHC家庭影院,rtsp://115.153.247.80/PLTV/88888888/224/3221226990/86128784.smil
CHC家庭影院,rtsp://115.153.230.145/PLTV/88888888/224/3221226990/86128784.smil
CHC家庭影院,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226990/86128784.smil
CHC动作电影,http://8.138.7.223/tv/hot.php?id=66
CHC动作电影,https://isus.cc/php/huya.php?id=11602077
CHC动作电影,http://61.184.46.85:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass
美亚电影,https://live.catvod.com/catvod_com.php?id=meiyamovie_twn&token=e2c7aaf1b2201cb269e4b7c19a0ccb3b8dc404be7577752ab047ee27de9773f7%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
星卫电影,https://live.catvod.com/catvod_com.php?id=xingwei_movie&token=e87e865b250ee5df0f2db203fb50ee1be870801750d7d9030ff8d6997d4d7301%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
Catchplay電影,https://live.catvod.com/catvod_com.php?id=catchplay_twn&token=bf87f17a25b01036e7f6b9837ea572fc9327a2f212116d66136e9e1af669c990%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
卫视电影台,https://live.catvod.com/catvod_com.php?id=weishimovie_twn&token=6f56cf9a846988648c46acdf4ee8cbdf6ad89b4cc5f733eace4376f7aeb5d225%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D
NewTV动作电影,http://www.douzhicloud.site:35455/huya/11352884
1905电影网,http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5
电影八点档,http://www.douzhicloud.site:35455/huya/880261
不挤影院,http://131.186.40.172:15002/huya/11352897
不挤影院,http://www.douzhicloud.site:35455/huya/11352897
不挤影院,https://isus.cc/php/huya.php?id=11352897
欢笑影院,https://isus.cc/php/huya.php?id=11352894
欢笑影院,http://www.douzhicloud.site:35455/huya/11352894
欢笑影院,http://live.nctv.top/huya.php?id=11352894
欢笑影院,http://131.186.40.172:15002/huya/11352894
喜乐影院,http://www.douzhicloud.site:35455/huya/21059580
嫣然影厅,https://isus.cc/php/huya.php?id=11601977
嫣然影厅,http://www.douzhicloud.site:35455/huya/11601977
蘑菇影厅,http://www.douzhicloud.site:35455/huya/11601981
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天映画,http://iptv.4666888.xyz/iptv2A.php?id=154
靖天映画,http://220.132.15.209:5008/4gtv-4gtv055/index.m3u8
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
天映经典,http://iptv.4666888.xyz/iptv2A.php?id=78
星空卫视,https://cdn.iptv8k.top/dl/jrys.php?id=21&time=20240926215313&ip=111.229.253.40
东森洋片,https://live.catvod.com/catvod_com.php?id=ettvwestern&token=72d542ff8b8270ebe80b1eebcbbd4071f258a0d3f87db55e0e95c93b699f2777%3A1759569300%3AMjA4Ljg3LjI0Mi4xMDU%3D

🎬影片放映厅,#genre#
经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40
国产大片,http://www.douzhicloud.site:35455/huya/11352973
经典港片,http://www.douzhicloud.site:35455/huya/11352965
经典港片,https://isus.cc/php/huya.php?id=11352965
欧美大片,http://iptv.jxpan.vip:18888/aio/douyu/2793084
欧美大片,http://epg.112114.eu.org/douyu/2793084
粤语电影,http://222.186.39.21:35466/douyu/6566671
粤语电影,http://198.23.236.148:35455/douyu/6566671
粤语电影,http://211.101.246.236:35455/huya/21059572
粤语电影,http://129.150.54.232:10001/douyu/1226741
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741
粤语电影,http://epg.112114.xyz/douyu/1226741
功夫电影,http://www.douzhicloud.site:35455/huya/11352941
喜剧电影,http://www.douzhicloud.site:35455/huya/11342423
怪兽电影,http://www.douzhicloud.site:35455/huya/21059577
战争电影,http://www.douzhicloud.site:35455/huya/21059592
武侠电影,http://www.douzhicloud.site:35455/huya/11342427
罪犯电影,http://www.douzhicloud.site:35455/huya/11352962
警匪电影,http://www.douzhicloud.site:35455/huya/11352886
玄幻电影,http://www.douzhicloud.site:35455/huya/11342414
谍战电影,http://www.douzhicloud.site:35455/huya/21059585
枪战电影,http://live.nctv.top/huya.php?id=21059579
枪战电影,http://www.douzhicloud.site:35455/huya/21059579
恐怖电影,http://iptv.jxpan.vip:18888/aio/huya/11601960
恐怖电影,http://www.douzhicloud.site:35455/huya/11601960
国产悬疑,http://www.douzhicloud.site:35455/huya/11342395
五福星系列,http://www.douzhicloud.site:35455/huya/11282233
五福星系列,http://iptv.jxpan.vip:18888/aio/huya/11282233
许氏三杰,https://isus.cc/php/huya.php?id=11602033
许氏三杰,http://www.douzhicloud.site:35455/huya/11602033
许氏三杰,http://iptv.jxpan.vip:18888/aio/huya/11602033
镖行天下,http://iptv.jxpan.vip:18888/aio/huya/11352969
超异能族,http://www.douzhicloud.site:35455/huya/21059586
盗墓电影,http://www.douzhicloud.site:35455/huya/21059552
海盗电影,http://211.101.246.236:35455/huya/21059595
海盗电影,http://www.douzhicloud.site:35455/huya/21059595
救援电影,http://www.douzhicloud.site:35455/huya/21059594
热血电影,http://www.douzhicloud.site:35455/huya/11352934

🎬-影星专场-,#genre#
周星驰国语,http://131.186.40.172:15002/huya/11342412
周星驰粤语,http://131.186.40.172:15002/huya/11336587
周星驰电影,http://www.douzhicloud.site:35455/huya/11336587
成龙电影,http://www.douzhicloud.site:35455/huya/11342386
刘德华电影,http://www.douzhicloud.site:35455/huya/11342424
古天乐电影,http://www.douzhicloud.site:35455/huya/11602041
周润发电影,https://isus.cc/php/huya.php?id=11342387
